	GSM388810	GSM388811	GSM388812	GSM388813	GSM388814	GSM388815	GSM388816
258278_at	2.85472	2.92989	2.92989	2.97398	2.98754	2.92512	2.98721
258279_at	3.13668	3.02759	3.02269	2.99635	3.02759	3.02759	3.02759
258280_at	3.429	3.22921	3.05882	3.16333	3.19402	3.25381	3.28649
258281_at	7.76065	9.00622	7.4648	9.24719	7.66479	9.06533	7.53122
258282_at	9.20788	4.5654	8.96864	4.87082	8.83259	4.80674	8.84574
258283_at	3.85285	4.07049	4.23233	4.11943	3.88762	4.11943	4.26694
258284_at	9.02072	10.7291	9.21921	11.1648	9.20029	10.7863	9.44601
258285_at	10.2608	13.0773	10.3726	13.0192	10.0736	12.8294	10.5089
258286_at	5.66861	8.21526	6.54532	8.15581	5.96023	7.86804	6.56235
258287_at	5.51468	4.90656	4.93088	4.22756	5.02822	4.93088	4.66487
258288_at	4.13712	4.14904	3.90428	4.13136	4.09184	4.41562	3.68967
258289_at	4.08859	3.89587	3.8842	3.7357	3.89587	3.95564	3.89587
258290_at	2.85472	2.80711	2.82549	2.91012	2.72258	2.82549	2.86205
258291_at	7.00295	8.52442	6.97851	8.13244	6.71719	8.63659	6.95478
258292_at	3.6437	3.43478	3.90566	3.56658	3.90058	3.67394	3.67394
258293_at	5.55056	6.65921	4.47138	5.37727	5.23522	6.72181	4.20746
258294_at	3.20087	3.15022	3.10488	3.46097	3.20087	3.28328	3.20087
258295_at	9.51343	12.0671	9.63705	11.9535	9.3761	11.9581	9.61368
258296_at	9.36843	10.3288	9.35153	10.9073	9.48827	10.5478	9.51494
258297_at	9.22403	8.78838	9.22585	8.96104	9.35741	9.0922	9.26938
258298_at	7.97093	7.48409	8.21725	7.62858	7.98642	7.59176	8.15976
258299_at	5.01317	8.06769	5.25368	8.50565	5.13613	8.65352	5.38198
258300_at	4.32717	4.40899	4.32717	4.35692	4.32016	4.39609	4.10452
258301_at	3.26917	3.29277	3.48653	3.2206	3.35016	3.21405	3.39371
258302_at	3.19305	3.12684	3.11645	3.17411	3.22865	3.14362	3.14568
258303_at	2.9934	2.86514	3.05047	2.75135	2.86514	2.7067	2.96018
258304_at	3.33305	3.30906	3.36102	3.29288	3.34142	3.33305	3.3349
258305_at	3.13346	3.14083	3.13727	3.09668	3.02418	3.13346	3.13346
258306_at	3.35508	3.21335	3.1192	3.16333	3.1431	3.16333	3.02682
258307_x_at	3.26242	3.3701	3.10978	3.26242	3.4229	3.47833	3.19168
258308_at	5.3395	5.3395	5.52287	5.07459	5.39993	5.17013	5.42876
258309_at	3.08844	3.03696	3.09668	3.11619	3.09668	3.10533	3.09668
258310_at	7.09081	9.39279	8.28857	6.7955	7.03773	9.06661	8.21805
258311_at	7.98439	7.83925	7.78337	7.78337	7.78337	7.70778	7.72033
258312_at	8.11199	6.6932	8.11687	6.73272	8.13464	6.91019	8.14734
258313_at	7.18428	6.21631	7.15677	5.95039	7.12238	6.60422	7.21566
258314_at	7.07567	9.37901	7.20594	9.33605	7.12515	9.39043	7.37856
258315_at	3.95655	5.22616	3.52399	5.73491	4.20903	5.64716	3.53207
258316_at	7.67484	6.91721	7.60082	7.46654	7.69457	6.98787	7.83519
258317_at	3.7974	3.89667	3.79852	3.89689	3.79852	3.72742	3.92938
258318_at	6.11121	6.3901	6.03273	6.66748	6.33135	6.50456	6.29601
258319_at	3.30946	3.16292	3.26745	3.26745	3.26376	3.31431	3.34212
258320_at	3.57108	3.3777	3.42789	3.38009	3.35016	3.3777	3.21143
258321_at	6.71382	8.64849	6.58208	8.54263	6.98408	8.79398	6.56234
258322_at	5.42906	7.18778	5.23326	6.25928	5.12573	6.76696	5.17988
258323_at	8.45018	7.30215	8.19055	6.29258	8.07698	7.15054	8.15679
258324_at	4.31592	6.56734	4.52087	6.36111	4.23693	6.57692	4.27064
258325_at	2.92732	2.95737	2.88866	2.86937	2.88866	2.88866	2.83124
258326_at	4.03745	5.24702	4.02983	4.64332	3.82373	5.008	4.16787
258327_at	3.91826	3.59115	3.67244	3.51058	3.75898	3.47787	3.5669
258328_at	7.13511	7.1894	6.60893	6.98423	6.39457	7.01215	6.46591
258329_at	7.02015	7.35799	7.41169	6.99541	7.166	7.0306	7.44703
258330_at	3.48849	3.7131	3.42443	3.36866	3.49354	3.50168	3.4555
258331_at	8.28742	7.57034	7.67346	7.72837	7.98765	7.52381	7.55796
258332_at	3.92543	5.07577	3.59228	4.97319	3.50185	5.55424	3.76186
258333_at	5.04545	9.19747	4.64145	10.4767	5.01004	8.45725	5.23304
258334_at	4.44847	5.66863	4.15669	5.58427	4.78493	5.69961	4.32722
258335_at	3.01096	2.96018	3.03447	2.91049	2.89609	3.00802	2.85281
258336_at	8.64411	5.64389	8.37697	5.71739	8.88376	5.68458	8.60433
258337_at	3.36637	3.14645	3.69215	3.15472	3.28506	3.16838	3.86975
258338_at	9.42092	5.16728	7.99254	5.91298	9.65654	5.41287	8.15982
258339_at	3.41893	3.3875	3.3875	3.3875	3.3875	3.3776	3.31132
258340_at	3.57463	3.46485	3.57463	3.54793	3.93615	3.55083	3.66713
258341_at	3.30486	3.30486	3.30245	3.71845	3.29365	3.61888	3.12625
258342_at	4.17976	4.33745	4.01515	4.13136	4.04585	4.15617	3.93617
258343_at	4.21442	4.87994	4.15309	4.77036	4.25566	5.1306	3.92852
258344_at	3.2256	3.1233	3.13346	3.10727	3.13346	3.13346	3.11557
258345_at	9.26806	8.24904	9.13309	8.64824	9.40037	8.34796	9.06833
258346_at	3.20664	3.22822	3.34866	3.22822	3.22822	3.22822	3.32403
258347_at	3.25172	3.0429	3.17053	3.16894	3.12888	3.02888	3.2256
258348_at	7.59498	4.82214	7.24068	5.33923	7.58502	4.88332	7.07832
258349_at	7.89757	8.87182	7.43012	8.47495	8.00883	8.29576	7.41184
258350_at	9.18117	9.94013	9.47227	9.85995	9.15578	9.69968	9.50334
258351_at	8.50481	7.85682	8.52734	7.794	8.25305	7.62356	8.78033
258352_at	3.1315	3.09049	3.13777	3.1315	3.1315	3.05725	3.1315
258353_s_at	6.61041	8.45917	6.36535	8.44108	6.35639	8.8089	6.47435
258354_at	3.89211	4.01985	3.70948	3.89211	3.88616	4.05902	3.89211
258355_at	4.04756	5.73775	3.89267	5.99345	3.73802	5.85649	3.86904
258356_at	4.08718	4.59255	4.27763	4.25809	4.28398	4.56656	4.27763
258357_at	5.91462	8.4604	6.15419	7.83484	5.60853	8.14014	6.24119
258358_at	4.52841	4.2997	4.24571	4.36631	4.36631	4.44554	4.43735
258359_s_at	10.3203	12.972	10.3182	12.8827	10.2959	12.9023	10.4813
258360_at	3.52064	3.59376	3.95348	3.50871	3.69363	3.63117	3.74785
258361_at	8.24149	7.71842	7.96756	7.1546	7.9871	7.34291	7.91148
258362_at	3.92039	3.92039	3.92039	5.16993	3.92039	4.12165	3.66319
258363_at	3.5494	3.5494	3.5494	3.5016	3.5494	3.34494	3.5494
258364_at	3.90444	3.53794	4.55804	3.46325	3.70998	3.52311	4.31066
258365_s_at	7.57473	9.20644	7.95108	9.39321	7.81129	8.9766	8.12267
258366_at	9.17742	8.83948	8.93206	8.7278	8.9407	8.83948	8.66713
258367_at	3.3875	3.17713	3.3875	3.27614	3.3875	3.54785	3.3875
258368_at	4.19865	6.98285	4.18145	7.48775	4.06789	7.65372	4.39507
258369_at	5.91427	8.28497	6.78068	8.50293	6.05295	8.9696	6.93588
258370_at	3.80721	5.29985	3.57778	6.89629	3.52019	5.16985	3.40351
258371_at	5.93773	7.24575	5.75896	6.85436	5.47418	7.28107	5.77445
258372_at	7.23689	7.20786	7.31886	7.22161	7.22161	7.14891	7.1827
258373_at	9.01398	8.78548	8.8035	8.90035	9.08736	8.89865	8.80913
258374_at	4.31917	4.04166	4.71874	3.84932	4.69775	3.86085	4.67378
258375_at	6.12398	8.48308	6.35561	7.88764	6.26556	8.51799	6.68308
258376_at	3.46897	3.85187	3.5984	3.81878	3.39354	3.75027	3.36011
258377_at	3.33635	3.58877	3.58877	3.52911	3.40106	3.58877	3.74817
258378_at	2.93199	3.00782	2.98473	2.88481	3.06051	2.98473	2.98473
258379_at	4.70915	5.96735	4.77139	6.05787	4.7435	6.09475	4.96154
258380_at	7.08894	6.41808	7.05411	6.78651	7.2532	6.40119	7.1134
258381_at	7.58551	8.39459	7.65366	8.11127	7.35611	8.48987	7.55812
258382_at	6.11727	5.592	6.12462	5.60215	6.06007	5.7216	6.03658
258383_at	3.16544	2.7997	3.05955	2.95039	3.1564	2.98915	3.07688
258384_at	3.22032	3.18137	3.11433	3.35688	3.25914	3.22032	3.25759
258385_at	5.98769	5.04445	5.14059	5.4733	5.72848	4.86261	4.97624
258386_at	7.03693	9.06558	6.77946	9.2072	7.06278	9.07904	6.96307
258387_at	3.41924	3.55396	3.3117	3.53354	3.33237	3.41924	3.22998
258388_at	4.31592	4.14171	4.14357	4.0344	4.33697	4.14357	4.13585
258389_at	3.19753	4.6373	3.13212	4.48546	3.32126	4.50205	3.43111
258390_at	5.89411	7.61319	6.58382	7.25674	5.5381	7.47005	6.3907
258391_at	3.89088	3.98486	3.89088	3.89088	3.89088	3.89898	3.79927
258392_at	5.06725	5.4894	4.75489	5.68445	4.52293	5.57377	4.64852
258393_at	5.93249	9.11318	5.89172	8.89189	5.83294	9.33442	6.31589
258394_at	6.51909	7.78567	6.98911	7.64347	6.9128	7.79623	7.00763
258395_at	11.2503	3.96384	11.1722	4.16913	11.1996	3.7756	10.9819
258396_at	6.33623	7.09832	6.74335	6.97465	6.24709	7.34753	6.80535
258397_at	4.30455	3.72411	4.27893	3.68141	4.41361	3.52547	4.4503
258398_at	9.30624	11.7095	9.67201	11.9845	9.42266	11.9276	9.72404
258399_at	6.1802	5.70451	5.71698	6.66967	6.02027	5.95247	5.6653
258400_at	6.30572	6.75237	6.44014	6.65612	5.95432	6.55923	6.29974
258401_at	8.54965	8.59531	8.58671	8.60995	8.28359	8.82202	8.58671
258402_at	11.9557	8.14021	11.5399	7.52666	11.9179	7.46757	11.5573
258403_at	4.91045	6.50161	4.90078	6.58343	4.68094	7.00756	4.97053
258404_at	8.6431	7.42227	8.556	7.91114	8.79205	7.72748	8.71697
258405_at	6.09448	6.10686	6.74215	6.02729	6.32194	6.63807	6.65897
258406_at	8.59551	6.99686	7.71259	7.25824	8.65635	7.15614	7.70087
258407_at	3.34131	3.27235	3.26745	3.26745	3.26745	3.26745	2.93282
258408_at	3.47909	4.11089	3.72204	4.03202	3.67487	4.10037	3.7438
258409_at	3.99438	5.48678	3.68801	6.02074	3.85648	5.4909	3.72559
258410_at	7.51542	8.63512	7.89893	9.18454	7.71058	8.87846	7.94931
258411_at	3.44879	3.22167	3.34866	3.50083	3.58804	3.28137	3.28638
258412_at	8.6721	10.6194	8.57678	10.8479	8.73061	10.408	8.43976
258413_at	5.70063	6.46676	5.89447	6.54733	5.75937	6.51402	6.14646
258414_at	3.09695	3.95543	3.26117	4.10339	3.41184	4.01384	3.39803
258415_at	10.9246	11.8671	11.1132	11.8887	11.1819	11.8033	11.2096
258416_at	4.91171	6.72695	4.99582	6.10615	4.64033	6.66082	4.87323
258417_at	6.59749	6.6626	6.85445	6.00508	6.6626	6.63945	6.80892
258418_at	4.99734	7.01593	4.47788	6.72164	4.95588	5.90244	4.32721
258419_at	6.20251	11.4756	6.48016	10.5733	5.85765	11.2944	6.35633
258420_at	2.87909	2.82151	3.1138	2.85281	3.02738	3.01201	2.90468
258421_at	3.86583	4.95162	3.54148	4.61238	3.9757	4.87647	3.52013
258422_at	3.50546	3.51992	3.53271	3.45657	3.3875	3.70672	3.43889
258423_at	3.849	4.08128	3.9955	3.94291	4.09921	4.22318	4.00771
258424_at	3.21474	3.23	3.17825	3.0971	3.11035	3.16909	3.32778
258425_at	7.7785	7.50774	7.63831	7.29403	7.67125	7.52131	7.55593
258426_at	6.19754	4.27933	6.17515	3.89392	5.24406	4.24909	5.62863
258427_at	3.6814	3.52795	3.46352	3.46352	3.46352	3.44527	3.18313
258428_at	3.65225	3.65225	3.67028	3.65225	3.6508	3.92143	3.49422
258429_at	3.8093	3.74273	3.8553	3.7623	3.84074	3.56512	4.04405
258430_at	8.30495	6.75147	8.31007	6.16656	7.85891	6.59472	8.09329
258431_at	3.92039	3.5494	3.58257	3.50871	3.59842	3.5494	3.49335
258432_at	6.28276	9.19971	6.74515	9.38335	6.61525	9.66113	6.82144
258433_at	12.1276	12.0851	12.2028	12.1532	12.1031	12.0859	12.1352
258434_at	8.29188	6.06733	5.1591	9.77657	8.49121	6.20119	5.6731
258435_at	6.41952	5.84146	6.25201	5.66119	6.28046	5.51032	6.08554
258436_at	8.0767	5.99535	8.4002	6.69717	7.90684	6.26761	8.47347
258437_at	6.11217	7.67604	6.28465	7.63555	5.6514	7.90203	6.19992
258438_at	4.31352	4.16166	4.16787	4.17749	4.12124	4.15988	4.16787
258439_at	11.3539	9.08	11.2247	9.15545	11.3697	9.1738	11.1216
258440_at	8.16781	6.31481	8.01294	6.29981	8.02665	6.35961	8.12578
258441_at	3.23511	3.23511	3.23511	3.16973	3.33652	3.23511	3.23511
258442_at	3.34784	3.33674	3.2682	3.26642	3.33674	3.18539	3.51721
258443_at	4.92568	3.73239	5.11481	3.46207	5.0841	4.05123	5.11206
258444_at	8.77197	8.91024	8.58853	8.67119	8.54664	8.84908	8.3765
258445_at	3.43527	4.23666	3.29365	4.11566	3.58319	4.13375	3.43482
258446_at	5.67852	5.30919	5.95658	5.15113	6.41995	5.35333	6.00988
258447_at	3.68433	3.59352	3.68433	3.6468	3.95635	3.67945	3.93147
258448_at	9.65144	7.26667	9.88815	7.30156	9.48267	7.30563	9.56348
258449_s_at	9.42028	7.98732	9.19621	8.12419	9.42121	7.87302	9.34401
258450_at	3.84352	3.58721	3.78554	3.62879	4.04585	3.78554	3.79045
258451_at	5.98087	5.69189	5.78763	5.23459	6.18891	5.22342	5.69189
258452_at	13.0142	9.57799	12.8225	9.40789	13.0145	9.34438	12.7558
258453_at	9.70362	9.08776	9.97794	9.23428	9.76149	8.95829	9.8448
258454_at	8.09607	7.81608	8.02278	8.13017	7.95573	7.94871	8.14433
258455_at	7.75646	8.74073	7.67773	8.28099	7.44284	8.72882	7.49626
258456_at	6.23075	9.76902	6.78018	9.122	6.0485	9.74915	6.66211
258457_at	4.62348	7.15671	4.93967	7.30064	4.84114	6.77282	5.29881
258458_at	4.94733	4.54395	4.76498	4.6373	4.8127	4.50909	4.6373
258459_at	3.6392	3.55247	3.5515	3.55247	3.55247	3.64295	3.50557
258460_at	4.64033	7.27121	4.42124	6.63548	4.29467	7.6344	4.60829
258461_at	4.9762	5.39384	5.35447	5.58873	5.13593	5.71148	5.39384
258462_at	3.78423	4.78763	3.89109	4.67045	3.85568	4.92648	3.74338
258463_at	11.051	9.42026	10.7568	9.56661	10.891	9.13826	10.6899
258464_at	3.16909	3.2962	3.4229	3.16333	3.15711	3.00377	3.4229
258465_at	3.29341	3.37578	3.17567	3.35116	3.29483	3.26485	3.3875
258466_at	7.82733	8.10108	7.80831	8.42841	7.8324	8.14419	7.8734
258467_at	7.32994	7.48287	7.48287	7.69354	7.28165	7.8454	7.40978
258468_at	3.93457	8.2048	4.1661	7.87641	3.67277	7.98419	4.0077
258469_at	9.47576	9.75879	9.15318	10.2622	9.49443	10.0425	9.21385
258470_at	4.13945	7.8713	4.02847	8.48494	4.16519	7.81874	4.03793
258471_at	3.68868	3.60271	3.68868	3.68542	3.74048	3.63117	3.99723
258472_at	8.87929	8.83178	8.75293	8.63432	8.68313	8.92031	8.86701
258473_s_at	6.16351	4.31671	6.38889	3.98746	6.47091	3.95687	6.53827
258474_at	7.30369	5.67672	6.89629	6.89629	7.04213	6.4078	6.96807
258475_at	5.88188	7.83151	5.74357	7.79822	5.75087	7.27691	6.11172
258476_at	2.96381	3.56964	3.34243	3.37973	3.00701	3.47997	3.18952
258477_at	4.28637	3.81255	4.18783	3.77496	4.28628	3.73477	4.41197
258478_at	6.08965	6.23497	6.1252	6.33839	6.39811	6.23497	6.32871
258479_at	4.20284	3.68501	3.62499	3.62499	3.58084	3.77234	3.29977
258480_at	4.0139	4.19886	3.90796	4.70829	3.87022	4.54456	3.67351
258481_at	8.80382	8.53708	8.56151	8.29148	8.65453	8.56151	8.47593
258482_at	8.7779	9.39945	9.02223	9.31152	8.65139	9.30194	8.98382
258483_at	6.82107	8.68101	7.39911	8.97055	6.87757	8.87232	7.46202
258484_at	8.23371	7.74795	8.22586	7.68795	8.22856	7.66677	8.05209
258485_at	6.72661	6.78718	6.5413	7.25753	6.60836	7.30208	6.69846
258486_at	10.1301	10.8045	10.2439	11.2002	10.2092	11.0201	10.3194
258487_at	10.367	4.58541	10.0002	4.29202	10.3121	4.24484	10.0626
258488_at	8.08067	7.90254	8.03747	7.87901	7.84589	8.01063	7.95905
258489_at	10.1858	9.21994	10.1811	9.41092	10.2095	9.20647	10.1127
258490_at	3.64897	3.54825	3.34866	3.4807	3.61833	3.48849	3.47179
258491_at	8.48187	8.20098	8.38515	8.27567	8.58477	8.23623	8.40639
258492_at	3.21711	3.01795	3.30585	2.87212	3.16485	2.97016	3.34798
258493_at	7.07189	5.9562	6.86544	5.94777	6.72116	5.85665	6.87077
258494_at	7.21078	8.80152	7.05164	8.80381	6.89016	8.8084	7.02386
258495_at	5.49109	9.03462	6.07695	8.51606	5.85948	8.83323	6.40283
258496_at	6.57349	6.75219	6.47558	6.25333	6.69525	6.84434	6.41399
258497_at	4.16487	11.2969	3.90796	10.8435	4.26286	10.793	3.8057
258498_at	6.68921	3.19753	7.29907	3.08617	6.92016	3.17307	7.4104
258499_at	5.82009	8.15594	5.83491	7.75675	5.51697	7.7928	6.21543
258500_at	12.862	12.7568	12.7568	12.6812	12.8366	12.7568	12.7329
258501_at	9.80675	7.06486	9.65825	7.17655	9.65654	6.96257	9.40724
258502_at	5.45694	5.60674	5.06082	6.1463	5.42273	5.91422	4.96948
258503_at	3.84326	3.52802	3.16235	3.4036	3.44573	3.64648	3.30419
258504_at	3.88575	3.80225	3.80225	3.80225	3.80225	3.80225	3.61717
258505_at	6.72257	6.72257	6.81787	6.48724	6.72257	6.45564	6.78975
258506_at	5.6732	7.29591	5.73288	6.32371	5.47859	7.10027	5.99161
258507_at	12.3174	7.39331	12.7516	7.09008	12.3486	7.53313	12.6514
258508_at	3.76172	3.63117	3.59028	3.63117	3.64421	3.63117	3.57597
258509_at	7.60185	5.17473	7.97048	4.94263	7.50386	5.11142	7.88036
258510_at	4.59904	4.49671	4.49162	4.28013	4.31835	4.41305	4.61648
258511_at	5.64421	5.47184	5.5679	5.56429	5.78283	5.56639	5.39241
258512_at	8.44348	11.3951	8.44623	10.9829	8.35533	10.9614	8.64053
258513_at	2.89333	2.99836	2.75055	2.93743	2.89333	2.89333	2.89333
258514_at	8.63286	8.848	8.39816	9.2109	8.62239	9.19135	8.42729
258515_at	7.69354	9.75402	8.15124	9.68592	7.8171	9.41785	8.23773
258516_at	10.787	3.57325	11.0145	3.40144	10.6896	3.34515	10.7876
258517_at	8.65742	8.66805	8.58491	8.50934	8.47771	8.80088	8.53152
258518_at	6.2655	6.24712	5.95358	6.68087	6.68519	6.33839	6.33839
258519_at	10.3706	8.79986	10.3658	8.14568	10.2924	8.5313	10.4111
258520_at	4.16893	4.09043	4.35974	3.91885	4.09043	4.12524	4.03679
258521_at	7.57775	9.11799	7.6662	9.99433	7.8424	9.22768	7.89512
258522_at	6.2853	6.48933	6.2853	6.33	6.1761	6.21708	6.14082
258523_at	3.33903	3.33903	3.50557	3.33903	3.33903	3.36831	3.33903
258524_at	11.8057	6.86922	11.5969	7.09481	11.5466	7.52222	11.6379
258525_at	10.4099	5.6924	10.159	5.57296	9.9378	5.98739	9.91797
258526_at	8.60688	7.14426	8.42643	7.44644	8.5695	7.39198	8.47976
258527_at	8.68754	7.47102	8.43292	7.34634	8.43466	7.64272	8.39629
258528_at	5.06973	7.6551	4.55493	7.80436	4.53027	7.70036	4.90252
258529_at	4.06251	4.60229	3.88116	5.15265	3.95669	4.76627	4.09681
258530_at	3.97982	4.29375	4.02806	4.93237	4.1074	4.41361	3.99112
258531_at	8.51521	7.34259	8.66345	7.62211	8.27702	7.43666	8.55448
258532_at	9.65436	9.85288	9.63031	10.4767	9.6468	10.1207	9.67389
258533_at	8.27596	7.64144	8.18337	7.26057	7.76404	7.75169	7.95552
258534_at	6.52782	7.9182	6.83658	8.71941	6.83389	8.05448	6.9291
258535_at	7.25946	10.766	7.0582	10.5521	7.20732	10.5027	7.0966
258536_at	7.72128	6.69658	7.80372	6.79637	7.77888	6.88788	7.7592
258537_at	3.71824	7.372	4.31295	7.49603	4.04585	7.38572	4.73581
258538_at	6.78059	7.07828	6.752	7.69354	7.04168	7.23214	7.04229
258539_at	3.34759	3.32785	3.4229	3.38756	3.38756	3.38756	3.46834
258540_at	3.87685	3.77622	3.63117	3.44882	3.63262	3.80216	3.56441
258541_at	3.27438	3.35016	3.37471	3.35016	3.35016	3.54449	3.20948
258542_at	7.21633	7.02291	7.00779	6.72727	7.07857	7.13494	7.10937
258543_at	4.03843	3.6745	3.60973	3.6745	3.40189	3.6745	3.32457
258544_at	5.58277	5.59112	5.48785	5.63784	5.59112	5.60496	5.66345
258545_at	7.78743	6.85911	7.72261	7.82674	8.02415	7.42843	7.8058
258546_at	4.18415	4.23742	4.18145	4.53941	4.23693	4.18415	4.22378
258547_at	2.79559	2.76316	2.78815	2.79229	2.68406	2.79414	2.79142
258548_at	6.03518	6.10308	6.30107	5.8226	6.10308	6.10308	6.42932
258549_at	6.4805	6.28565	6.28565	6.49029	6.22109	6.72511	6.08153
258550_at	6.5511	6.11703	6.7781	6.16872	6.44315	6.41639	6.55485
258551_at	6.29163	5.18168	6.4011	4.96824	6.15348	5.07341	6.44203
258552_at	4.87886	6.49317	5.51356	7.52685	5.16627	6.15348	5.58089
258553_at	7.82776	7.55672	7.82167	7.80787	7.99275	7.51322	7.84437
258554_at	6.55298	8.85285	6.29052	8.89754	6.33604	8.77595	6.44935
258555_at	10.5711	7.70217	10.594	8.21088	10.5058	8.05521	10.6021
258556_at	7.96509	7.60777	8.01539	7.72115	7.98435	7.92825	7.95168
258557_at	8.45892	6.07541	8.52331	6.38503	8.43117	6.41574	8.76575
258558_at	3.22032	3.22921	3.22921	3.13906	3.22921	3.39749	3.22387
258559_at	5.4394	6.29143	6.24118	6.19381	5.75055	6.11825	6.27023
258560_at	3.83452	4.05246	3.57356	4.00416	3.69896	3.8128	3.37147
258561_at	3.99438	3.66953	4.10897	3.50671	4.09043	3.45372	3.85324
258562_at	3.39966	3.4229	3.4229	3.51043	3.4255	3.42773	3.4229
258563_at	10.6664	9.05646	10.6578	9.08722	10.5138	9.10409	10.6476
258564_at	3.31262	3.22032	3.22032	3.16333	3.44293	3.09891	3.14574
258565_at	8.26302	6.82119	8.023	6.93775	8.18735	7.18501	8.05896
258566_at	5.69048	6.39634	5.27113	6.40329	5.54977	6.35642	5.23828
258567_at	7.63326	6.13238	7.50913	6.53498	7.50078	6.61116	7.40168
258568_at	6.87008	7.56386	6.92475	7.47715	6.84121	7.15213	7.01259
258569_at	11.5593	12.0852	11.5123	12.4451	11.5571	12.1317	11.6706
258570_at	4.47247	4.3722	4.48099	4.15548	4.3722	4.27645	4.65166
258571_at	3.71792	3.62438	3.8553	3.49254	3.82678	3.42136	3.75709
258572_at	3.381	3.35151	3.59747	3.22743	3.22029	3.37412	3.22093
258573_at	6.24576	8.18915	6.44427	7.85373	6.09074	8.0516	6.51974
258574_at	3.62615	3.28867	3.29	3.31598	3.31598	3.43912	3.27448
258575_at	10.9163	9.03927	11.1621	8.67948	10.6425	8.82666	11.1022
258576_at	6.46805	5.36542	6.36597	5.67399	6.73746	5.88436	6.4624
258577_at	4.8841	4.59938	4.68966	4.59938	4.5984	4.59938	4.43801
258578_at	4.03906	4.31435	4.03906	4.19543	3.94561	4.03906	4.03906
258579_s_at	3.09248	3.2566	3.19164	3.13346	3.13346	3.13346	3.12989
258580_at	4.04756	4.04756	3.87088	4.05003	4.1702	3.91468	4.04756
258581_at	3.34808	4.24614	3.61784	3.82704	3.29365	4.20328	3.58296
258582_at	4.60568	4.45637	4.45637	4.28438	4.67537	4.40935	4.45637
258583_at	3.51392	3.43941	3.55309	3.51392	3.51392	3.40446	3.51392
258584_at	10.4715	9.35342	10.0499	9.36042	10.3639	9.51274	9.91802
258585_at	5.96688	7.84759	6.21808	7.6217	5.63887	7.63839	6.16929
258586_s_at	3.34882	3.07237	3.58099	3.02877	3.67866	3.22827	3.97726
258587_at	4.70244	6.90866	4.51979	6.6916	4.6406	7.11029	4.69331
258588_s_at	13.7044	12.275	13.6254	12.366	13.6364	12.3777	13.4715
258589_at	3.54372	4.3758	4.00646	7.26259	3.79787	4.47476	3.70399
258590_at	3.42508	3.30156	3.37341	3.24757	3.39341	3.31481	3.28936
258591_at	3.84113	3.48217	3.52342	3.35688	3.66941	3.42215	3.68449
258592_at	5.78762	4.61832	5.4551	4.91715	5.8168	4.65801	5.6277
258593_at	6.51476	9.20875	6.66748	9.43735	6.44214	8.96418	6.82898
258594_at	5.50417	5.20394	5.41436	5.06965	5.37343	5.2969	5.32813
258595_at	7.8455	7.70383	8.02897	7.54056	7.86246	7.86246	7.98761
258596_at	3.81587	3.698	3.50805	3.67647	3.54255	3.72742	3.62375
258597_x_at	3.80228	3.75313	3.87364	3.64196	3.78588	3.59762	3.79187
258598_at	3.16909	3.09046	3.16776	2.93842	3.08255	3.01845	3.13029
258599_at	9.54174	8.34518	9.16084	8.16341	9.47032	8.6902	9.14992
258600_at	3.08749	3.08749	3.08749	3.08749	3.30325	3.08749	3.05965
258601_at	5.7645	7.57889	6.70944	8.00561	6.47664	7.66934	6.88367
258602_at	9.4322	9.68006	9.4322	9.52849	9.20861	9.56242	9.16217
258603_at	6.86605	4.38253	7.78508	4.38275	7.01402	4.34737	7.75021
258604_at	4.2629	4.52211	4.23949	4.2688	4.06849	5.02663	4.23949
258605_at	3.39595	3.4142	3.68251	3.26538	3.36564	3.50807	3.4142
258606_at	10.0145	3.67155	10.1285	3.13029	10.1521	3.37687	10.118
258607_at	6.9068	12.0288	7.76158	11.9634	7.14619	12.1559	7.92767
258608_at	5.65433	5.61853	5.72675	5.20005	5.57086	5.73065	5.41372
258609_at	9.33081	9.36744	9.33081	8.86553	9.26534	9.53926	9.42331
258610_at	10.3479	5.1355	11.2184	5.68118	10.751	5.44801	11.3364
258611_at	7.20408	8.21627	7.12818	7.05751	7.14745	7.83182	7.09445
258612_at	6.11135	6.39239	6.14656	6.57905	6.16356	6.69487	6.08403
258613_at	7.04837	11.2009	6.94943	11.0253	7.07809	11.2339	7.15191
258614_at	6.1626	8.18951	6.48284	8.76712	6.7551	8.32609	6.94712
258615_at	10.4851	8.32907	10.4152	8.26003	10.3643	7.9718	10.3912
258616_at	11.7741	8.62041	11.5381	8.78489	11.4333	8.47409	11.3386
258617_at	6.13963	5.44869	5.88182	5.8506	6.48895	5.58293	5.92039
258618_at	3.78758	3.70884	3.64666	3.70884	3.70884	4.05451	3.53556
