	fibroblast1	fibroblast2	iPS1	iPS2
230617_at	16.30709242	12.21765268	13.09757818	19.64881818
230618_s_at	2907.130702	2528.90937	3644.346247	3511.978336
230619_at	1396.594267	1465.601927	709.8585828	538.1773429
230620_at	180.7820012	129.6420602	252.2641215	292.3769625
230621_at	1514.278302	1466.578023	1155.894899	1525.485879
230622_at	46.30920824	53.85003293	100.2241308	77.59064651
230623_x_at	1131.908959	906.2441833	3583.187914	3856.164951
230624_at	11.31508756	15.75076986	95.07880765	53.62037229
230625_s_at	44.28255664	58.60564345	190.3997992	198.5654882
230626_at	36.21291189	65.03458254	444.4161519	383.4445343
230627_at	117.5305082	95.92089015	78.14600456	76.0010306
230628_at	46.87695587	36.96186292	60.71942577	63.13009911
230629_s_at	163.067922	200.3649089	584.2500544	325.0397093
230630_at	58.96126576	51.42863772	58.2666067	65.35187216
230631_s_at	98.92662435	106.628357	36.08564223	34.49822377
230632_at	41.25574296	50.75837533	27.97066287	26.94415768
230633_at	31.34362937	17.60914102	18.65007699	25.81915387
230634_x_at	105.376367	112.1155523	278.9815249	316.1191049
230635_at	38.99948046	36.56811356	27.57084181	31.07485771
230636_s_at	40.75781453	38.51001247	15.07947067	15.19893856
230637_at	74.69794848	33.70159457	26.54549077	46.1776382
230638_at	33.58911027	36.83638298	27.75236107	32.33996519
230639_at	46.7166887	49.11134824	165.169824	176.1760251
230640_at	194.8941149	420.3246334	75.97803398	53.70237526
230641_at	26.20173535	23.69527148	100.0166308	90.23330947
230642_at	66.95358964	62.30186981	59.93940385	61.96284473
230643_at	207.8190165	352.4120114	60.99022703	61.012109
230644_at	65.73512891	27.51337366	126.58682	310.3586075
230645_at	1062.768436	1157.582643	46.78948823	47.37022768
230646_at	57.39230957	40.32675715	30.42129306	44.32960155
230647_at	49.36402957	73.91852204	37.44384955	45.47381931
230648_at	102.5520523	91.96450743	102.2965491	91.11526859
230649_at	43.97563927	41.33993379	29.2662406	35.36801169
230650_at	13.82656846	16.08363224	142.511309	91.25078893
230651_at	140.6431332	99.77784484	509.8428361	203.3426376
230652_at	143.0822458	92.1511599	52.31377019	32.7384852
230653_at	161.8906031	171.6811738	165.3563645	138.0038845
230654_at	21.01406049	38.81347069	33.35010896	50.47913193
230655_at	832.1477072	813.2212647	235.1066058	273.2904528
230656_s_at	1958.585821	2357.526104	3268.374985	3607.734584
230657_at	45.76962625	100.2579008	18.17787523	14.08366424
230658_at	38.85308054	33.98056633	30.89403958	36.56243187
230659_at	2487.316568	2988.186588	128.9876383	130.4459528
230660_at	8.607787144	48.96546551	344.5778916	256.1085291
230661_at	9.167673205	10.29665978	20.63707109	28.46109249
230662_at	85.33746494	93.78240405	31.24424521	63.4904628
230663_at	86.23458682	71.1652397	137.3575549	100.7101162
230664_at	395.012527	120.7620335	352.2920462	114.7331256
230665_at	35.77727769	29.52404293	25.58838846	41.52775732
230666_at	61.02627158	111.2244893	35.2481291	51.96007507
230667_at	142.6052952	196.8541436	90.05014949	133.0336282
230668_at	45.87841315	39.31453708	313.0778085	202.825209
230669_at	84.97403618	129.159385	131.6873151	124.8227544
230670_at	19.02373205	19.84433611	23.97750627	22.69345123
230671_at	32.85141121	23.53059981	33.54077657	32.13492056
230672_at	52.09154764	48.39908225	148.6488224	98.39838146
230673_at	10.2753377	18.61768879	12.37984053	11.69123339
230674_at	39.51057744	27.61307591	108.4018631	64.64007084
230675_at	36.0880548	28.86094202	38.18048942	48.04084367
230676_s_at	195.0065495	302.4940718	105.4928636	135.1035797
230677_at	59.90200132	57.8960141	53.69146377	57.90262954
230678_at	72.19776667	53.49919076	70.33887902	33.33970443
230679_at	294.9304389	200.1510834	70.67803346	70.88816225
230680_at	21.2065807	16.28896876	31.01987567	47.49260895
230681_at	64.24754235	60.12188906	51.79118571	19.28283531
230682_x_at	48.98964832	42.58592289	20.3697927	27.47426218
230683_at	762.6854785	790.0597778	661.6041671	329.0057585
230684_at	152.6144514	98.42603773	96.96061262	94.26477545
230685_at	60.48055293	52.95726554	21.3724354	24.54188288
230686_s_at	41.83500325	27.85416243	54.84598721	66.3449657
230687_at	71.41422326	42.32584824	174.7966307	250.3463377
230688_at	33.19174584	16.63950635	8.200986304	8.978543769
230689_at	143.9563867	243.6225085	430.4854409	506.5962895
230690_at	87.76047389	140.1752734	43.76648691	82.00400311
230691_at	61.50753884	44.10662189	49.38135443	39.039249
230692_at	9.295095347	10.20657554	16.39124083	24.23446257
230693_at	101.3966113	131.6395994	732.314184	427.5079955
230694_at	43.92299271	34.62667816	23.31192156	34.09602848
230695_s_at	34.49243427	83.46741639	48.46768834	40.07807907
230696_at	218.2682748	267.7654058	1559.813395	891.1348535
230697_at	78.47083599	161.0633658	12.57906555	13.09146752
230698_at	7.509976509	8.633610889	222.9230895	132.908052
230699_at	2325.915339	3364.128108	2511.1827	2441.810607
230700_at	76.10643202	83.35535649	40.50996982	49.05726122
230701_x_at	60.44729615	82.10766875	96.3499388	80.81294522
230702_at	34.54248128	28.72189602	159.5516971	77.29203554
230703_at	66.09155822	56.36511306	100.0381895	58.25587956
230704_s_at	42.55468798	43.38825886	34.32529331	36.11816946
230705_at	40.05801945	38.40762697	29.2882529	36.13986768
230706_s_at	154.9775209	56.3366429	449.3635636	471.4294779
230707_at	37.88076431	31.87691937	199.4396443	91.90957207
230708_at	851.0667564	59.3249659	1787.930634	1837.183708
230709_x_at	81.59044195	64.87586899	69.89874496	73.73290185
230710_at	75.8719461	50.8758597	82.65815444	46.90559381
230711_at	27.04456996	33.15816502	16.79234847	25.38208914
230712_at	266.3694708	169.0310793	144.4224039	124.7319915
230713_at	90.13961763	48.2585625	345.220961	158.6856218
230714_s_at	2422.154271	1783.815303	2269.580288	3362.194802
230715_at	99.8155016	84.05777034	40.39494099	31.62840019
230716_at	11.07688345	16.8643277	16.19334917	15.31976203
230717_at	38.33955543	37.54662815	87.55952658	52.24866535
230718_at	7.949691944	9.160041782	16.29058342	18.23201974
230719_at	21.02863492	38.47084777	31.87668118	63.57068346
230720_at	773.5478928	850.7589269	860.6485183	771.3749993
230721_at	139.1161221	122.864776	120.5589615	102.5105504
230722_at	342.2549676	84.38269864	337.3134565	249.3387989
230723_at	36.90815258	41.57479123	18.74480596	19.68570541
230724_s_at	770.618004	762.2906889	399.0341133	647.7454504
230725_at	33.11225239	26.39953895	145.3308128	42.82992797
230726_at	615.7761072	608.1498627	669.7128275	831.7900545
230727_at	1356.996054	860.097003	779.1801223	654.4069037
230728_at	1690.04572	1096.578935	400.5080986	361.7605095
230729_at	143.3078988	117.5336977	68.66099923	43.08245236
230730_at	622.4642716	1182.847812	7.95637853	7.572298688
230731_x_at	47.63288984	55.98518762	29.87947678	37.10086026
230732_s_at	15.72683422	14.81593764	10.81374719	17.12711417
230733_at	263.0308081	246.8496168	105.6648628	121.4655405
230734_x_at	1472.747481	1785.466067	2000.643657	2306.65464
230735_at	50.0915067	57.95299836	104.9746762	75.90704445
230736_at	291.8835087	149.1032768	12.00622593	29.29035994
230737_s_at	627.6585793	396.9589335	18.26557519	32.6141852
230738_at	93.52360373	60.66443744	397.2776276	229.2745385
230739_at	1103.437966	849.3231507	928.0935016	1090.1418
230740_at	880.4308809	1004.244337	63.83449067	73.5433332
230741_at	10.30545813	135.6132113	9.983545866	12.54028925
230742_at	70.24626919	60.55590473	126.7724634	108.6831125
230743_at	484.8002031	26.65717059	22.81488306	19.56908871
230744_at	1512.881087	542.4469624	51.80612929	65.0174321
230745_s_at	31.0840069	28.62947993	72.0361241	67.87270225
230746_s_at	1833.841391	3183.581318	2711.68052	2972.64387
230747_s_at	67.45413933	154.3712155	275.9810539	270.5693972
230748_at	21.92099132	83.01497118	104.8310983	178.543597
230749_s_at	62.91936366	55.63050404	35.96552491	45.33149544
230750_at	1676.483792	1715.124667	278.2259181	301.4400753
230751_at	22.25989705	22.82514927	29.83174266	28.91643495
230752_at	19.21113781	32.79155243	180.7313587	162.0213247
230753_at	18.45680747	32.1719409	27.76654378	16.94675828
230754_at	79.33158756	94.0722673	27.12121414	22.22050711
230755_at	14.88566102	15.06233134	617.3669321	542.8414495
230756_at	50.39320674	46.09994253	31.38029703	46.12507775
230757_at	27.60460488	12.28683798	98.46272628	33.84976313
230758_at	172.2596323	205.4173022	183.0305499	104.9065069
230759_at	859.3495591	822.7481665	459.9786769	430.5966487
230760_at	5.572787933	313.9795587	312.1845857	260.2517023
230761_at	71.65455392	55.11183157	99.4044062	71.07060917
230762_at	57.1268654	95.66742003	154.109612	236.3146925
230763_at	13.06706609	22.18969318	44.76525344	40.70843279
230764_at	155.8210291	129.1881994	547.6220646	320.9586485
230765_at	10.08167917	9.142713211	9.529488891	10.49453816
230766_at	152.8281633	162.2286285	291.0459948	260.2667269
230767_at	29.18937991	23.50725885	29.5380341	46.12091199
230768_at	80.19760272	162.2465027	160.2907646	89.4587316
230769_at	329.9727139	552.5485814	366.3953879	372.9117973
230770_at	91.42429668	103.4483222	77.61457635	92.12265618
230771_at	16.27397981	17.9024096	24.92879633	13.75846894
230772_at	23.32372974	24.71007511	64.98105258	39.78020451
230773_at	32.1334858	54.04559525	48.09680717	24.09016607
230774_at	86.23876926	64.39697682	730.0805335	85.82134201
230775_s_at	102.4431848	102.8132798	101.523436	79.68246527
230776_at	8.710778004	9.755613106	53.43856737	36.26522943
230777_s_at	400.1840549	285.0572635	523.3037848	511.8454188
230778_at	59.43275684	37.45833895	11.80072256	13.87035208
230779_at	1011.759839	909.0576639	1085.912858	1076.232273
230780_at	157.8078004	199.3431135	23.53979044	26.29123654
230781_at	11.87598596	24.72234318	8.706144534	15.3312783
230782_at	60.46094591	98.16300984	203.7287222	65.17204052
230783_at	17.13665843	13.86367338	28.17682625	19.93427978
230784_at	16.16866855	16.07808314	16.79644923	16.67754164
230785_at	16.11255856	19.18744133	2656.014505	2223.203738
230786_at	85.65117269	63.25583651	310.6791462	221.4970739
230787_at	80.83235762	67.06923674	534.5968016	737.0179862
230788_at	14.73275913	29.62877592	3126.184543	3681.02558
230789_at	140.2365235	22.79561513	326.2166388	463.6356183
230790_x_at	4528.133037	2881.585118	5822.196031	5596.937918
230791_at	10.54386692	12.04644111	61.53103791	59.76278544
230792_at	40.3560121	34.41997124	257.7982301	188.905897
230793_at	259.4040971	312.3550832	1506.796143	1416.581244
230794_at	37.90673908	39.96129372	40.37967601	43.86095134
230795_at	1199.491725	968.9307366	1279.358158	1405.994865
230796_at	91.95589659	158.054672	22.48563535	26.93113603
230797_s_at	19.13008007	15.8402397	14.64926425	14.45366255
230798_at	80.04674154	77.43478014	59.41928335	54.57175104
230799_at	158.4787707	1811.907022	13.1774914	8.652675779
230800_at	31.95117695	57.42522583	27.9401793	32.90971328
230801_at	100.7520037	87.12913794	62.09968602	84.81170899
230802_at	48.24547575	67.04395436	8.895394736	8.87119074
230803_s_at	172.4652615	217.8159956	10.30603981	16.81338955
230804_at	9.626417782	20.5674399	6.768285521	8.430359342
230805_at	55.43848702	61.76729725	45.41999194	61.79565662
230806_s_at	13.47888309	14.5642164	5.871211385	5.389586893
230807_at	17.65923619	22.92195476	65.87897566	43.95289811
230808_at	41.54722116	41.43016627	38.24443258	50.16964696
230809_at	28.79452164	10.00848914	129.9480412	113.1415352
230810_at	23.55859377	27.61330264	23.87518748	23.52288185
230811_at	185.4786568	412.2401425	193.6967147	233.0896626
230812_at	72.13992684	64.22255862	49.11764563	54.90606173
230813_at	30.82167081	34.93077389	25.37921882	25.13651406
230814_at	24.89402085	24.07752359	17.79644296	23.5149266
230815_at	59.51928449	44.97322829	323.6055397	145.5671028
230816_at	23.10992595	23.55942089	24.51334657	21.38491987
230817_at	23.48680457	20.89510782	18.0130822	18.06682664
230818_at	66.32781166	52.35297167	367.0903743	130.1386293
230819_at	42.56603396	35.06973595	87.56184005	98.09248842
230820_at	2506.917267	2582.849865	1315.918459	1409.026119
230821_at	252.7951572	178.508823	115.7932527	99.69546231
230822_at	25.24468256	21.17433628	24.26267822	35.41388385
230823_at	40.17849401	49.88647768	36.55722632	28.59503309
230824_at	37.97457249	28.46726636	30.5499088	37.3779323
230825_at	11.38521158	14.20973667	12.53904785	13.28328659
230826_at	37.92285698	25.29477563	34.32310925	38.16844599
230827_at	26.55555919	27.80846723	20.5003741	24.19806769
230828_at	90.36514996	68.02782276	207.6383366	142.074852
230829_at	15.64530882	14.08263876	14.77105258	14.27316289
230830_at	20.8401235	24.14184268	21.20810957	17.40946032
230831_at	80.55267702	143.7873613	288.1639832	235.0281106
230832_at	385.7209564	574.1122488	283.832495	363.606651
230833_at	41.18443775	37.97935341	25.85162431	29.13964093
230834_at	36.58241157	47.7318205	48.57991138	34.34019872
230835_at	10.80907319	48.57179635	259.5665399	156.9332762
230836_at	42.28177469	8.587166845	11.60808633	11.43565253
230837_at	36.45976979	43.71243032	43.024319	19.69918322
230838_s_at	39.81361946	41.74693428	53.26068144	34.25332354
230839_at	30.75282077	28.80100766	66.03510481	66.15765014
230840_at	121.5845108	76.84113885	84.4647337	108.1517281
230841_at	17.87413809	20.47941612	39.61113761	16.233706
230842_at	60.8255179	57.97261	44.55235098	47.49192084
230843_at	45.28630451	39.23442995	48.49456399	43.44253051
230844_at	26.75596031	19.63851165	17.64615076	25.46270392
230845_at	31.52984759	27.78932743	21.64716856	23.40849076
230846_at	133.6874966	35.92852051	115.0200324	87.52807842
230847_at	61.27542048	64.11156047	185.0736023	68.55674622
230848_s_at	1116.301601	791.2118449	1922.245478	2055.869864
230849_at	11.0916491	9.024465964	55.13017955	73.97060847
230850_at	30.940147	35.68429901	230.9488114	74.57734965
230851_x_at	341.9693507	376.2135274	309.6109279	279.3522419
230852_at	55.04582121	47.43964616	53.02601282	67.47365899
230853_at	72.23418688	53.6962154	88.17550603	80.05658653
230854_at	11.20701972	12.31622696	14.5403082	14.50922922
230855_at	64.11201943	63.60274829	45.32247039	44.25586277
230856_at	38.62631824	57.84819639	190.7714954	93.45096328
230857_s_at	142.8781236	220.267649	51.44332029	62.89357223
230858_at	13.0832745	15.73497181	12.82894445	10.60854309
230859_at	19.49668085	20.17782437	270.9068324	296.4453648
230860_at	213.2576697	247.6321428	98.24285528	163.1548212
230861_at	13.9151975	12.84627248	59.82522473	45.90510372
230862_at	68.58075121	43.76959677	45.30138954	33.05521978
230863_at	11.35694758	16.40195327	64.6979561	252.9658593
230864_at	31.69853176	18.09296487	11.32552059	16.12048548
230865_at	8.666407034	6.9747923	22.5199216	132.4606439
230866_at	11.92124525	13.67390753	13.00488178	21.28616812
230867_at	10.11204608	247.0292031	9.354257687	12.00454149
230868_at	15.87365595	14.8260955	40.04145706	24.07886813
230869_at	1333.872291	1275.678246	963.6142412	983.6542952
230870_at	47.15643401	52.29461049	28.78254179	29.40555449
230871_at	462.2808994	448.5063367	901.1911102	956.1515704
230872_s_at	165.7604968	197.0988249	68.69950248	44.02977864
230873_at	154.8418795	183.4026769	97.94556322	46.87991991
230874_at	128.9990165	168.208777	143.3195683	166.5331972
230875_s_at	650.3012547	643.6797681	1611.218569	1631.711676
230876_at	168.6754669	406.5381408	1105.874335	733.2355278
230877_at	21.63936417	20.94962135	17.07061466	14.57690924
230878_s_at	68.00712721	54.70730067	32.35575337	37.4279391
230879_at	88.77547454	51.44848808	56.43810293	50.65413722
230880_at	108.9086003	72.84330562	52.06320787	56.54562549
230881_at	32.40591765	37.09663032	33.20150688	28.63028898
230882_at	8.638281799	9.835992405	9.212409675	12.81858184
230883_at	8.801600189	8.583017173	272.4164599	448.4363103
230884_s_at	71.35996438	91.49880155	70.05096652	46.15366274
230885_at	46.73509826	52.69585554	68.70481371	49.68903218
230886_at	87.82985282	70.16633106	95.78883292	78.90858581
230887_at	85.18611577	170.9379263	47.0858946	79.99395555
230888_at	18.88203541	41.97267841	57.80281197	62.09919166
230889_at	49.19464906	43.62720852	1224.09163	390.6225205
230890_at	21.13046424	19.84272655	26.1229663	18.8829548
230891_at	27.94558506	22.34320888	36.45847862	26.27057056
230892_at	25.0378148	28.00621167	22.54474706	11.89448213
230893_at	358.8738768	407.0369841	731.0963293	576.1505118
230894_s_at	844.8301413	959.9951527	1022.390309	734.7533961
230895_at	4944.777636	664.278973	33.29767913	302.365529
230896_at	11.86820942	9.864012808	1257.585436	1537.659977
230897_at	20.29123812	23.05284999	40.27343939	17.86161027
230898_at	52.63320958	45.8339362	99.21310831	58.60865888
230899_at	123.4819033	132.0431758	104.4390088	95.38324455
230900_at	10.56238875	10.06224579	25.59522389	28.66088831
230901_x_at	79.435637	54.67237245	237.8209108	110.5799917
230902_at	26.10027047	27.907822	16.81884951	18.31409944
230903_s_at	313.7236116	397.8054017	3228.335207	3196.657429
230904_at	110.4188279	133.4341361	267.0941671	123.2362997
230905_at	968.6430415	1242.681677	899.6396528	1265.879355
230906_at	208.8192168	112.6830394	25.53346159	35.64302029
230907_at	30.54779758	28.82928143	20.95414397	25.17031627
230908_at	27.52032713	49.05816675	58.40275342	110.4787401
230909_at	34.1989935	31.56996119	53.56681195	39.31399722
230910_s_at	506.1016663	864.0913751	19.80861539	21.38164975
230911_at	82.27992353	75.91634083	50.6763578	58.05439081
230912_at	43.80616477	40.49793945	28.3018075	29.66783355
230913_at	16.24101038	15.33584058	19.6735471	16.32577496
230914_at	22.01387077	34.15053494	40.84780419	19.14514853
230915_at	31.79299621	30.62519814	30.11737559	26.63869389
230916_at	31.34953585	34.02883214	186.5017198	383.083363
230917_at	6.882207971	12.20236982	63.86632597	32.65117403
230918_at	107.1464278	98.4284844	93.313014	89.06793197
230919_at	44.39925196	22.39137892	98.794146	150.4165353
230920_at	13.73768413	14.9108881	73.81909415	65.86974432
230921_s_at	3195.937811	3274.992597	2757.546369	3209.699123
230922_x_at	162.5934956	176.8398166	68.67929391	81.79109895
230923_at	8.717977843	8.38741435	8.775303653	9.343920931
230924_at	15.46588494	13.81604377	206.09395	154.1267483
230925_at	126.4807174	190.8201074	15.834778	17.21729013
230926_s_at	179.2079939	191.3636009	125.363723	75.15973604
230927_at	235.0406833	111.6951787	64.91213352	53.95990219
230928_at	10.49512054	10.79537483	38.49673264	33.0662239
230929_s_at	184.3403877	222.620779	233.991915	235.1159613
230930_at	159.7401887	373.7574989	24.61524968	25.65620711
230931_at	27.37146292	34.0010646	28.04335784	31.59111164
230932_at	30.0344556	17.83012701	112.3257804	91.08822365
230933_at	431.0231289	287.5729172	85.08450782	112.2977439
230934_at	200.6763153	356.3960581	311.6427743	229.5865583
230935_at	41.15309191	176.0813544	18.1932939	26.61555524
230936_at	52.88329747	35.98578999	19.8832233	29.05292101
230937_at	40.31000992	188.9980839	222.8085407	84.38976612
230938_x_at	74.10844168	80.78701862	49.47156929	63.92015347
230939_at	23.75550883	54.50054358	74.2660402	64.30283488
230940_at	55.48447926	51.01049958	43.09807572	44.63849132
230941_at	55.68723553	74.16745573	201.0001375	134.2827852
230942_at	20.26726343	15.62714505	21.98770152	20.94095499
230943_at	8.184245388	10.0922035	18.49506112	16.4946036
230944_at	19.26126996	18.77077931	15.5781012	24.47733644
230945_at	47.65340242	34.45508996	31.66920119	27.80072245
230946_at	98.08592008	76.84716922	59.5774328	70.29223031
230947_at	21.9968475	24.48582248	21.59990075	23.38703105
230948_at	93.65290255	147.2175084	128.3535882	57.11027308
230949_at	34.34842389	24.57013394	15.6417424	16.3221839
230950_at	58.50588577	69.66724463	114.5255182	234.8396726
230951_at	10.99916589	11.37252509	246.9718489	198.8241256
230952_at	58.49082658	126.5571801	39.04319138	41.14429709
230953_at	17.09749593	17.23430236	11.90494516	13.98037494
230954_at	176.1528236	124.573478	455.0449359	330.5972938
230955_s_at	109.3821556	110.1715062	108.5014224	95.314375
230956_at	34.66903091	34.24590016	102.3915749	101.2528113
230957_at	31.15387033	38.69625401	21.10686523	26.7472806
230958_s_at	269.6496941	825.2810045	103.9887472	102.8673525
230959_at	22.77019103	21.00743214	18.35136518	22.17022895
230960_at	21.02530231	16.18955066	222.3116015	256.1095264
230961_at	76.56242513	33.79991162	64.77247054	59.33436701
230962_at	13.73338749	13.77059787	115.2492292	107.4394964
230963_at	451.4970036	1152.62559	23.33080692	27.11082876
230964_at	6.705251441	6.364002608	1845.334706	2011.833546
230965_at	87.85137722	69.44764377	62.7507295	69.73012641
230966_at	69.51143846	77.5993059	42.40376734	45.00614429
230967_s_at	1066.990843	1121.174708	1134.293278	1645.507663
230968_at	967.9860264	246.4289179	58.82851244	140.4307748
230969_at	21.14521939	23.12785156	15.16828526	17.10936493
230970_at	8.358934413	10.36743573	9.652595193	6.922854501
230971_x_at	47.35292382	42.54785214	31.82902899	34.5791046
230972_at	804.5626888	1326.197321	1750.010436	1153.041297
230973_at	256.1666029	421.8782626	295.7874522	341.3875822
230974_at	83.01357846	79.24838474	214.1908095	374.240169
230975_at	16.48069139	15.47110448	13.16683339	13.74103252
230976_at	40.81304348	39.32720765	32.22595487	36.7495917
230977_at	64.41502721	65.56212015	62.89253447	67.73782632
230978_at	27.25336976	34.89478999	34.32939297	28.61042493
230979_at	118.4275783	83.73847885	224.6229938	179.2804494
230980_x_at	43.2240548	31.65717555	27.18361276	50.84147645
230981_at	53.91397652	51.61835802	61.60234212	38.63034797
230982_at	25.75512141	26.17541142	17.47906147	22.19449179
230983_at	71.63381726	82.79552719	114.5889817	100.2955214
230984_s_at	57.85919873	59.35423099	222.6561522	69.18322649
230985_at	25.94664186	23.89318409	15.82953878	28.35200896
230986_at	13.81773268	42.84722021	240.2901143	228.8131096
230987_at	28.7218669	21.23739804	30.25268058	21.07962237
230988_at	20.47058478	99.54141492	279.6094139	497.2747967
230989_s_at	53.71963376	69.58694034	50.48951304	41.72435076
230990_at	47.10898986	81.11695822	37.73516991	39.71056135
230991_at	75.25237695	90.2989127	184.8374051	158.1662604
230992_at	18.73766252	17.71361092	13.03207863	16.23750329
230993_s_at	10.72999985	11.00691247	10.84901632	9.764549344
230994_at	88.45920142	98.58873959	70.27176272	64.26771634
230995_at	40.71351551	30.76787298	24.15311069	24.15640728
230996_at	57.15315857	58.11048171	26.46426289	27.51217562
230997_at	88.35725316	120.199038	124.8979356	80.98252078
230998_at	173.3206908	154.3160994	465.7583844	392.2032162
230999_at	61.49996733	53.26690816	25.34927623	31.61541165
231000_at	30.6931421	24.3146678	23.52815894	23.58199593
231001_at	86.71707381	11.06725221	8.094162673	7.40701935
231002_s_at	781.5009388	768.3000797	1238.34611	1392.509553
231003_at	85.80074099	149.8300355	96.48542958	120.1027422
231004_s_at	1304.15142	1201.13821	2372.418678	1766.362251
231005_at	28.37602493	35.61962856	159.3301205	134.9868219
231006_at	16.67644966	18.4344375	22.44293087	13.91492491
231007_at	7.577628242	7.848020973	6.434294646	6.82417791
231008_at	19.58072812	22.73365565	175.7889696	117.226428
231009_at	16.50240601	13.88984539	21.12312811	14.32668308
231010_at	16.82947425	18.84594281	18.22525597	18.63757057
231011_at	59.8705809	72.47546658	225.1838038	134.5355282
231012_at	52.14712863	119.3096371	54.85662761	40.75190581
231013_at	98.57797594	41.05426569	117.3063026	184.2460664
231014_at	16.64085534	17.65348012	15.31072956	18.4665147
231015_at	23.42757781	14.99013721	291.3080663	120.6573095
231016_s_at	1235.898698	1039.989495	1052.485396	921.6728365
231017_at	1894.319718	2461.272228	2236.418176	1941.514437
231018_at	78.13675474	51.35196042	720.4485413	882.8414803
231019_x_at	762.3286941	925.9743709	876.5482526	765.1543637
231020_at	77.20801982	59.54561754	51.78602565	53.7820743
231021_at	28.18978985	27.29026934	23.43388341	17.48663131
231022_at	54.45766845	34.74240362	618.4985372	627.1400397
231023_at	108.1407947	139.6923503	74.25397881	115.8764704
231024_at	64.7574704	73.19989571	47.11013379	65.02414035
231025_at	39.8069137	38.68224849	48.85352582	49.18690197
231026_at	45.09454488	90.07369402	84.77163896	72.15743267
231027_at	30.35485328	26.08322332	48.01225224	27.68330794
231028_at	36.57088924	43.34662799	16.89501883	25.46718211
231029_at	13.4321322	13.4822274	13.39500798	12.29474041
231030_at	44.45823059	40.06593738	28.96069979	41.64774455
231031_at	174.0960385	296.9932249	54.0446716	10.7653481
231032_at	58.06604338	98.37909006	26.65898402	41.4169381
231033_at	12.25531678	12.87472913	15.39169848	27.78676176
231034_s_at	314.9995329	117.9667076	635.3753372	567.4149188
231035_s_at	2358.938989	1654.496254	1851.683383	1903.862364
231036_at	29.17876911	30.94551917	26.46307245	29.64518702
231037_at	13.79411232	16.04527608	32.19153382	29.99908182
231038_s_at	9.893195339	7.755979155	8.103958319	101.3878687
231039_at	125.1190392	145.630469	426.1347177	388.0500647
231040_at	8.523394961	11.19618056	71.51595957	113.9985916
231041_at	200.1084989	252.3517038	250.9847494	333.3932273
231042_s_at	1308.281799	1923.953586	76.44007549	66.00970232
231043_at	16.41098679	19.82953987	13.74030886	15.36753735
231044_at	17.176551	21.20369299	14.88483313	14.81171133
231045_x_at	710.1498903	1590.387822	1011.698692	1501.909013
231046_at	84.95164678	78.93573267	78.04374941	58.29591015
231047_at	73.75926676	77.73910866	102.5227187	83.69120867
231048_at	24.13503919	45.54197407	45.67433238	24.57219932
231049_at	22.75486339	16.36473424	19.65941166	17.56746371
231050_at	24.83271665	22.84528354	499.9187065	604.120866
231051_at	6.454793317	6.550505576	7.961705242	11.37123992
231052_at	18.33602103	16.47223561	20.61187705	20.74794208
231053_at	16.10304093	22.07120664	17.98685456	20.11527417
231054_at	26.3079973	23.08648336	21.85860133	23.49914518
231055_at	281.2993857	457.3736804	28.82135623	59.60024607
231056_at	68.46340913	72.30672839	73.45247584	78.19398106
231057_at	90.58807748	65.02907156	90.91986954	149.8756876
231058_at	19.58124086	18.95248391	18.70983746	27.4763509
231059_x_at	280.7691939	269.6622779	223.5043503	197.7964888
231060_at	10.97873064	11.4430126	10.90202741	12.37502901
231061_at	285.178009	291.4341654	5838.339821	6893.53949
231062_at	21.74930091	36.54733969	21.59702456	22.76832659
231063_at	9.679380936	8.194704211	8.449636216	8.647374255
231064_s_at	52.6356135	67.36723496	59.28106027	57.41312693
231065_at	12.73744131	46.80506617	127.2424619	61.01843381
231066_s_at	15.55069698	15.05502616	18.27806277	15.00450896
231067_s_at	1119.835426	519.5931712	1149.094498	1603.819145
231068_at	20.2814905	22.03332652	22.8621093	22.41089838
231069_at	87.23273095	112.2614258	179.4578363	231.4373145
231070_at	7.18757226	6.964397613	6.29630163	5.424589191
231071_at	111.3633059	123.9905893	74.60191178	82.76297293
231072_at	26.43623952	30.30386769	24.58562206	28.09641711
231073_at	35.30384773	35.37870893	35.50876431	33.47168332
231074_at	9.56069275	15.80039396	9.277104323	8.86765952
231075_x_at	1429.421294	1798.562053	800.8013677	538.365549
231076_at	27.10014206	24.6826943	28.29974754	20.86310036
231077_at	21.8800054	28.39560004	27.95164794	19.94198648
231078_at	59.36858685	63.65635444	53.77130566	28.34343386
231079_at	16.24664788	14.06219227	2304.314551	2210.959802
231080_at	72.81926717	62.43499939	48.71898011	67.49410298
231081_at	17.21358455	24.72123814	20.52207213	17.91742489
231082_at	12.42950987	15.81000558	12.80306218	14.1151279
231083_at	102.2815362	119.7240388	38.58185371	42.34877547
231084_at	8.556440845	15.77096849	7.65917802	8.338521525
231085_s_at	32.37263985	33.23501795	95.58788105	48.10929567
231086_at	1084.291382	1015.507134	1146.010264	809.3769296
231087_at	63.55522223	49.44508197	211.5078459	130.1978367
231088_at	35.56603333	30.13883827	178.5829253	68.433181
231089_at	23.01164534	19.89030593	17.79768132	15.03025782
231090_s_at	1259.21475	1038.498214	2491.190357	2216.930166
231091_x_at	11.49713194	14.46135268	12.62394258	10.03308156
231092_s_at	486.9054504	408.8518256	650.0451584	701.3061246
231093_at	13.13794539	14.56518928	15.97788961	14.12324727
231094_s_at	742.6497046	538.7378344	957.7929419	979.8697899
